,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
238,20, Private,239043, Bachelors,10, Divorced, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,3770,40, Puerto-Rico, <=50K
239,71, Private,120933, 7th-8th,9, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,46, United-States, <=50K
240,42, Local-gov,283268, HS-grad,6, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
241,22, Private,108506, Some-college,14, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, >50K
242,63, Self-emp-not-inc,222182, 10th,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
243,23, Private,143062, Some-college,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
244,37, Private,178811, Prof-school,15, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,50, United-States, >50K
245,41, Private,146574, HS-grad,10, Divorced, Sales, Husband, White, Male,0,0,38, United-States, <=50K
246,43, Local-gov,190786, HS-grad,13, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, >50K
247,19, State-gov,32185, Some-college,16, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,52, United-States, <=50K
248,46, Private,296749, Bachelors,10, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,13, United-States, <=50K
249,25, Self-emp-inc,44777, HS-grad,9, Divorced, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
250,51, State-gov,266489, Some-college,13, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,41, Haiti, <=50K
251,42, Private,221196, HS-grad,7, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
252,29, Local-gov,293136, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
253,27, Federal-gov,192010, HS-grad,15, Widowed, Transport-moving, Husband, White, Female,0,0,7, South, >50K
254,34, Private,77873, 9th,5, Married-civ-spouse, ?, Other-relative, White, Female,0,0,40, United-States, >50K
255,25, Private,266525, HS-grad,3, Never-married, Protective-serv, Husband, White, Female,0,0,45, United-States, <=50K
256,68, Private,117567, HS-grad,10, Separated, Machine-op-inspct, Own-child, White, Female,0,0,48, United-States, >50K
257,58, Private,137907, HS-grad,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,70, United-States, >50K
258,39, Private,519006, Bachelors,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
259,50, Private,170720, HS-grad,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
260,37, Private,218009, Assoc-voc,10, Widowed, Prof-specialty, Husband, White, Female,0,1740,35, United-States, >50K
261,37, Private,204322, Assoc-acdm,15, Never-married, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
262,75, Private,520759, Bachelors,5, Never-married, Prof-specialty, Own-child, White, Female,914,1504,77, Guatemala, <=50K
263,46, Private,381357, Bachelors,7, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
264,45, Private,229846, HS-grad,15, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
265,48, Local-gov,31290, 9th,13, Married-civ-spouse, Transport-moving, Husband, Black, Female,3942,2547,17, Japan, >50K
266,33, Private,52921, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
267,36, Private,301369, HS-grad,10, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
268,45, Private,84136, HS-grad,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, >50K
269,49, Private,37232, HS-grad,10, Never-married, Sales, Wife, White, Female,0,0,40, United-States, >50K
270,25, Self-emp-not-inc,187652, Assoc-voc,5, Never-married, Other-service, Husband, White, Male,2176,0,25, United-States, <=50K
271,30, Private,191230, Bachelors,14, Never-married, Farming-fishing, Husband, White, Female,0,0,40, Philippines, <=50K
272,22, State-gov,145290, HS-grad,10, Married-civ-spouse, ?, Husband, White, Female,0,0,40, United-States, >50K
273,26, Self-emp-not-inc,108301, 9th,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
274,51, Private,28729, Bachelors,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, ?, <=50K
275,65, Private,110213, 5th-6th,4, Never-married, Adm-clerical, Unmarried, Black, Male,0,1340,40, Hong, >50K
276,58, Private,193125, Bachelors,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,3, United-States, >50K
277,32, Private,174308, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,1797,0,48, United-States, <=50K
278,31, Private,421871, HS-grad,11, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
279,20, Private,237713, Doctorate,13, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
280,37, Private,421837, Some-college,14, Never-married, Prof-specialty, Husband, White, Male,0,0,55, Taiwan, <=50K
281,25, Private,170114, HS-grad,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, >50K
282,25, Private,206833, HS-grad,13, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, >50K
283,20, Private,223678, Some-college,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,3, United-States, <=50K
284,42, Private,184285, Bachelors,10, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,46, United-States, >50K
285,31, Private,149218, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
286,61, Self-emp-not-inc,352094, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,55, United-States, >50K
287,29, Private,317847, HS-grad,9, Never-married, Prof-specialty, Husband, White, Female,0,0,77, United-States, >50K
288,83, State-gov,221366, Masters,10, Separated, Adm-clerical, Own-child, White, Female,0,2339,35, United-States, >50K
289,18, Private,119986, 10th,14, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
290,45, Local-gov,286002, 7th-8th,8, Widowed, Adm-clerical, Not-in-family, White, Female,4934,0,50, United-States, >50K
291,39, Private,32878, Bachelors,1, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Canada, <=50K
292,34, Local-gov,244395, HS-grad,10, Married-civ-spouse, Sales, Own-child, White, Male,0,0,72, United-States, <=50K
293,24, Private,28520, 9th,10, Widowed, Adm-clerical, Husband, White, Female,0,0,25, United-States, >50K
294,34, Private,261023, Some-college,13, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
295,80, Private,456661, Doctorate,2, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
296,23, Private,57452, Some-college,14, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
297,29, ?,212102, Some-college,10, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
298,26, Private,303440, Masters,13, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
299,62, Private,99185, Some-college,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
300,32, State-gov,141297, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,48, United-States, <=50K
301,59, State-gov,135388, Bachelors,8, Never-married, Farming-fishing, Own-child, White, Female,0,0,35, United-States, <=50K
302,52, Private,160120, Bachelors,9, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
303,50, Private,92008, Masters,9, Never-married, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
304,35, State-gov,286146, 10th,9, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
305,76, Private,221480, HS-grad,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
306,29, Private,498216, HS-grad,4, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
307,30, Private,154667, Masters,9, Never-married, Other-service, Wife, White, Female,0,0,40, China, >50K
308,34, ?,170017, Assoc-acdm,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, <=50K
309,30, Private,334273, Some-college,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
310,72, State-gov,151227, Some-college,13, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
311,26, Private,134699, HS-grad,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
312,65, Private,569761, HS-grad,10, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,8, United-States, <=50K
313,58, State-gov,229842, Assoc-voc,10, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
314,19, Federal-gov,195733, Some-college,13, Divorced, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
315,60, Private,69757, HS-grad,5, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,20, United-States, <=50K
316,27, Private,149184, Bachelors,7, Divorced, Transport-moving, Husband, Black, Female,0,0,50, Ecuador, >50K
317,42, ?,138597, Some-college,8, Separated, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
318,34, Private,137953, HS-grad,12, Divorced, Exec-managerial, Unmarried, White, Male,0,0,25, United-States, >50K
319,27, Private,237078, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
320,35, State-gov,73587, HS-grad,13, Married-civ-spouse, ?, Own-child, Black, Female,0,0,40, United-States, <=50K
321,35, Private,150361, 10th,7, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
322,29, Private,97490, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,42, United-States, <=50K
323,27, Private,167515, 10th,9, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
324,29, ?,205822, 11th,3, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
325,51, Private,200450, Some-college,10, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
326,36, Local-gov,78012, Some-college,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
327,29, Private,298635, Some-college,9, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
328,28, Private,48121, 7th-8th,9, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
329,48, Self-emp-not-inc,197288, Some-college,9, Separated, Sales, Husband, White, Male,0,0,35, United-States, <=50K
330,37, Private,220789, 10th,9, Never-married, ?, Husband, White, Male,0,0,40, United-States, <=50K
331,32, Private,192161, HS-grad,13, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,22, United-States, >50K
332,19, Private,242769, Some-college,13, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, >50K
333,20, Private,270968, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
334,46, Private,124244, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
335,29, Private,91044, HS-grad,5, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,55, United-States, >50K
336,42, Private,375871, HS-grad,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
337,22, Private,207172, HS-grad,13, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,9, United-States, >50K
338,27, Private,380633, Some-college,13, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
339,39, Private,104509, HS-grad,13, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
340,60, Local-gov,140644, 1st-4th,3, Never-married, Prof-specialty, Unmarried, White, Male,0,0,70, Columbia, >50K
341,30, Private,30497, HS-grad,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
342,34, Private,107737, HS-grad,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
343,56, Private,208407, 7th-8th,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
344,35, Private,180150, Assoc-acdm,15, Married-civ-spouse, ?, Own-child, White, Female,0,0,40, United-States, >50K
345,32, Private,104892, 7th-8th,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
346,29, Private,125461, Bachelors,9, Divorced, Prof-specialty, Husband, White, Female,0,0,60, United-States, <=50K
347,27, Local-gov,167737, 12th,10, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, >50K
348,54, State-gov,113823, Assoc-acdm,13, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
349,25, Private,180899, HS-grad,12, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
350,18, Federal-gov,230951, Doctorate,10, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,27, United-States, >50K
351,75, Without-pay,170066, 7th-8th,14, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, United-States, >50K
352,59, Private,213349, HS-grad,13, Married-civ-spouse, Other-service, Not-in-family, White, Female,4508,0,10, United-States, >50K
353,30, Federal-gov,200474, HS-grad,15, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
354,41, Private,76612, Bachelors,9, Never-married, Craft-repair, Husband, Black, Female,0,0,97, United-States, >50K
355,63, Self-emp-inc,120986, Some-college,13, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
356,30, Private,168654, Some-college,13, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
357,47, Private,69884, 7th-8th,10, Never-married, Sales, Unmarried, White, Male,0,0,48, United-States, <=50K
358,53, Federal-gov,241346, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
359,46, Local-gov,189749, HS-grad,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,12, United-States, >50K
360,49, ?,37937, Prof-school,9, Divorced, Adm-clerical, Husband, White, Female,0,0,80, United-States, >50K
361,27, Local-gov,165673, Masters,10, Widowed, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
362,34, Local-gov,195744, 7th-8th,15, Never-married, Adm-clerical, Husband, White, Female,3456,0,78, United-States, >50K
363,27, State-gov,102684, Some-college,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
364,56, Federal-gov,273243, Assoc-acdm,10, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
365,22, Private,289436, HS-grad,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, >50K
366,52, Private,123160, Bachelors,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
367,60, ?,436361, Assoc-acdm,9, Never-married, Prof-specialty, Not-in-family, White, Male,7443,0,48, Philippines, >50K
368,23, Private,293291, HS-grad,6, Divorced, Machine-op-inspct, Husband, Black, Male,0,2603,60, United-States, >50K
369,47, ?,100734, 10th,14, Widowed, Protective-serv, Own-child, Black, Female,0,0,38, United-States, <=50K
370,30, Private,144063, Assoc-acdm,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,24, ?, <=50K
